#Compound                    Mass               C   O   N   H   S  Cl  Br
NC61CO3H                     249.131800000000   7   9   1   7   0   0   0
C517OOH                      134.130500000000   5   4   0  10   0   0   0
MTNNCATCO                    307.191000000000   9  10   2  11   0   0   0
C134OOH                      288.293700000000  13   7   0  20   0   0   0
C734O                        175.159200000000   7   5   0  11   0   0   0
NDNMXYOLO                    322.162600000000   8  11   3   8   0   0   0
C113OOH                      218.290000000000  11   4   0  22   0   0   0
HO7CO10C12                   200.317800000000  12   2   0  24   0   0   0
DNPHENOOH                    266.119200000000   6  10   2   6   0   0   0
C148O                        269.138800000000  14   5   0  21   0   0   0
C103OOH                      204.263400000000  10   4   0  20   0   0   0
H13CO2CO3H                   150.086800000000   4   6   0   6   0   0   0
C516OOH                      164.113400000000   5   6   0   8   0   0   0
DNMETOLOOH                   308.199000000000   9  10   2  12   0   0   0
OETLBPR2OH                   186.205100000000   9   4   0  14   0   0   0
OETLBIPNO3                   231.202600000000   9   6   1  13   0   0   0
DMEPHOLOOH                   232.230400000000  10   6   0  16   0   0   0
HO13C4NO3                    151.118000000000   4   5   1   9   0   0   0
PETLBIPNO3                   231.202600000000   9   6   1  13   0   0   0
C525O                        149.122000000000   5   5   0   9   0   0   0
HO24C5OOH                    136.146400000000   5   4   0  12   0   0   0
HO3C96NO3                    205.251500000000   9   4   1  19   0   0   0
HIEB1O                       149.122000000000   5   5   0   9   0   0   0
INB1HPCO3H                   227.126300000000   5   9   1   9   0   0   0
C107OOH                      200.231600000000  10   4   0  16   0   0   0
C142OH                       240.338600000000  14   3   0  24   0   0   0
MMALNBPAN                    254.108500000000   5  10   2   6   0   0   0
MXYFUOOH                     162.140600000000   6   5   0  10   0   0   0
PHENOOH                      176.124100000000   6   6   0   8   0   0   0
NPETOLO                      246.194100000000   9   7   1  12   0   0   0
OETOLOOH                     218.203900000000   9   6   0  14   0   0   0
C1310CO                      256.294900000000  13   5   0  20   0   0   0
LIMALNO3                     247.245100000000  10   6   1  17   0   0   0
C84OOH                       174.194400000000   8   4   0  14   0   0   0
NC102O2                      260.220700000000  10   7   1  14   0   0   0
NAPINAOOH                    231.245700000000  10   5   1  17   0   0   0
LIMALO2                      217.239000000000  10   5   0  17   0   0   0
C72OH                        146.184300000000   7   3   0  14   0   0   0
C720OOH                      144.168400000000   7   3   0  12   0   0   0
C7M6CO2OOH                   172.178500000000   8   4   0  12   0   0   0
NIPBNZOLO2                   262.193500000000   9   8   1  12   0   0   0
LIMALOH                      202.247500000000  10   4   0  18   0   0   0
INDHPCHO                     195.127500000000   5   7   1   9   0   0   0
C734CO                       174.151300000000   7   5   0  10   0   0   0
PBZMUCCO2H                   184.189200000000   9   4   0  12   0   0   0
INCNPAN                      301.122000000000   5  12   3   7   0   0   0
OETLQO                       183.181200000000   9   4   0  11   0   0   0
MNCATECO                     234.140300000000   7   8   1   8   0   0   0
INB1OH                       181.143900000000   5   6   1  11   0   0   0
C116CHO                      210.269500000000  12   3   0  18   0   0   0
INB1O2                       196.135400000000   5   7   1  10   0   0   0
CO25C6CO3H                   174.151300000000   7   5   0  10   0   0   0
C108OH                       200.231600000000  10   4   0  16   0   0   0
H13M3C5NO3                   179.171100000000   6   5   1  13   0   0   0
C535OOH                      180.112800000000   5   7   0   8   0   0   0
C147OOH                      286.320900000000  14   6   0  22   0   0   0
C131CO2H                     254.322100000000  14   4   0  22   0   0   0
CY6DIONOOH                   144.125300000000   6   4   0   8   0   0   0
INCCO                        179.128100000000   5   6   1   9   0   0   0
MC7CO2OOH                    172.178500000000   8   4   0  12   0   0   0
C917OOH                      186.205100000000   9   4   0  14   0   0   0
LIMALBOOH                    200.231600000000  10   4   0  16   0   0   0
DMEBPR2OH                    200.231600000000  10   4   0  16   0   0   0
NDNPETOLO2                   352.188600000000   9  12   3  10   0   0   0
C1211OOH                     244.284200000000  12   5   0  20   0   0   0
C812O2                       189.185800000000   8   5   0  13   0   0   0
OXYOLOOH                     204.177300000000   8   6   0  12   0   0   0
DETLBPROOH                   230.257600000000  11   5   0  18   0   0   0
C812OH                       174.194400000000   8   4   0  14   0   0   0
C718CO2H                     172.178500000000   8   4   0  12   0   0   0
BOX2OHAOOH                   150.173000000000   6   4   0  14   0   0   0
C6NO3COOOH                   193.154600000000   6   6   1  11   0   0   0
DNT123LOOH                   308.199000000000   9  10   2  12   0   0   0
PXNCATECO2                   264.166300000000   8   9   1  10   0   0   0
C129OH                       226.268900000000  12   4   0  18   0   0   0
C152O                        285.356000000000  15   5   0  25   0   0   0
C136OOH                      226.312000000000  13   3   0  22   0   0   0
NMBOBOOH                     181.143900000000   5   6   1  11   0   0   0
C141CO2H                     252.349300000000  15   3   0  24   0   0   0
C4DBMEPAN                    231.159600000000   8   7   1   9   0   0   0
PXNCATCOOH                   265.174200000000   8   9   1  11   0   0   0
C58NO3PAN                    256.124400000000   5  10   2   8   0   0   0
C63OOH                       148.157100000000   6   4   0  12   0   0   0
PXYMUCOOH                    204.177300000000   8   6   0  12   0   0   0
IPNNCATCO2                   323.190400000000   9  11   2  11   0   0   0
LIMALAOOH                    200.231600000000  10   4   0  16   0   0   0
C7DCOOH                      176.167200000000   7   5   0  12   0   0   0
NMXYFUOOH                    207.138200000000   6   7   1   9   0   0   0
C126OOH                      212.285400000000  12   3   0  20   0   0   0
DETLMUCO                     229.249700000000  11   5   0  17   0   0   0
C127OOH                      228.284800000000  12   4   0  20   0   0   0
NPXYQOOH                     231.159600000000   8   7   1   9   0   0   0
C823CO3H                     202.204500000000   9   5   0  14   0   0   0
C711OOH                      162.183700000000   7   4   0  14   0   0   0
EMPHCOMOOH                   194.227100000000  11   3   0  14   0   0   0
APINAOOH                     186.248100000000  10   3   0  18   0   0   0
IPMLNHYOOH                   190.150700000000   7   6   0  10   0   0   0
NORLIMOOH                    204.220300000000   9   5   0  16   0   0   0
DNOETOLO                     291.191600000000   9   9   2  11   0   0   0
NDNT123OOH                   353.196500000000   9  12   3  11   0   0   0
C114OOH                      216.274100000000  11   4   0  20   0   0   0
C519OOH                      134.130500000000   5   4   0  10   0   0   0
INB2O2                       196.135400000000   5   7   1  10   0   0   0
BCALCCO                      250.333400000000  15   3   0  22   0   0   0
TM123OLO                     201.196500000000   9   5   0  13   0   0   0
NIPRBQO2                     244.178200000000   9   7   1  10   0   0   0
DNT124LOOH                   308.199000000000   9  10   2  12   0   0   0
PINONIC                      184.232200000000  10   3   0  16   0   0   0
C2OHOCO2H                    106.077300000000   3   4   0   6   0   0   0
C135O2                       301.269300000000  13   8   0  17   0   0   0
HOBUT2CO2H                   118.131100000000   5   3   0  10   0   0   0
C69OOH                       148.157100000000   6   4   0  12   0   0   0
C126OOA                      226.268900000000  12   4   0  18   0   0   0
INAO                         180.136000000000   5   6   1  10   0   0   0
NC524O                       196.135400000000   5   7   1  10   0   0   0
C151O                        285.356000000000  15   5   0  25   0   0   0
DMEBMUO3H                    214.215200000000  10   5   0  14   0   0   0
NCATECO2                     236.113100000000   6   9   1   6   0   0   0
PBZMUCOH                     202.204500000000   9   5   0  14   0   0   0
EBZBPER2OH                   172.178500000000   8   4   0  12   0   0   0
C537O                        165.039900000000   5   6   0   9   0   0   0
NNCATECO                     265.111300000000   6  10   2   5   0   0   0
NCRESOOH                     235.148300000000   7   8   1   9   0   0   0
NMETOLOH                     247.202000000000   9   7   1  13   0   0   0
TM135BPOOH                   202.204500000000   9   5   0  14   0   0   0
C619OOH                      144.125300000000   6   4   0   8   0   0   0
C519CO2H                     146.141200000000   6   4   0  10   0   0   0
NC72OOH                      233.132400000000   7   8   1   7   0   0   0
NDEMPLOOH                    291.254600000000  11   8   1  17   0   0   0
C622CO3H                     160.167800000000   7   4   0  12   0   0   0
NMETOLO2                     262.193500000000   9   8   1  12   0   0   0
NIPRBQO                      228.178800000000   9   6   1  10   0   0   0
HOC4CHOOOH                   134.130500000000   5   4   0  10   0   0   0
OETOLO2                      217.195900000000   9   6   0  13   0   0   0
C145O2                       303.328200000000  14   7   0  23   0   0   0
NOXYOLO                      232.167500000000   8   7   1  10   0   0   0
C145OH                       288.336800000000  14   6   0  24   0   0   0
C106NO3                      245.229200000000  10   6   1  15   0   0   0
OETOLOH                      202.204500000000   9   5   0  14   0   0   0
C41OH                        120.103900000000   4   4   0   8   0   0   0
C732OOH                      176.167200000000   7   5   0  12   0   0   0
C7ADCOOH                     176.167200000000   7   5   0  12   0   0   0
C924OOH                      188.220900000000   9   4   0  16   0   0   0
C5EDBPAN                     231.159600000000   8   7   1   9   0   0   0
HO5C6CO3H                    162.183700000000   7   4   0  14   0   0   0
MXYMUCCO2H                   170.162600000000   8   4   0  10   0   0   0
C524NO3                      163.128700000000   5   5   1   9   0   0   0
C822CO2H                     170.205700000000   9   3   0  14   0   0   0
TM135MUPAN                   245.186100000000   9   7   1  11   0   0   0
INCOH                        181.143900000000   5   6   1  11   0   0   0
NOXYQOOH                     231.159600000000   8   7   1   9   0   0   0
OXYMUCOH                     188.177900000000   8   5   0  12   0   0   0
METLQONE                     150.174500000000   9   2   0  10   0   0   0
HO3C126OOH                   218.333000000000  12   3   0  26   0   0   0
C626CO2H                     158.151900000000   7   4   0  10   0   0   0
T124NCATO                    262.193500000000   9   8   1  12   0   0   0
DETLMUNO3                    275.255200000000  11   7   1  17   0   0   0
PINALNO3                     229.229800000000  10   5   1  15   0   0   0
C136CO3H                     254.322100000000  14   4   0  22   0   0   0
PETLQOOH                     200.188600000000   9   5   0  12   0   0   0
KLIMONIC                     188.177900000000   8   5   0  12   0   0   0
C143OOH                      272.337400000000  14   5   0  24   0   0   0
DNPETOLO2                    307.191000000000   9  10   2  11   0   0   0
HO2C54CO2H                   132.157700000000   6   3   0  12   0   0   0
C58NO3CO2H                   195.127500000000   5   7   1   9   0   0   0
MXYMUCOH                     188.177900000000   8   5   0  12   0   0   0
C113NO3                      247.288100000000  11   5   1  21   0   0   0
C139OH                       242.311400000000  13   4   0  22   0   0   0
NDNIPBZLO2                   352.188600000000   9  12   3  10   0   0   0
NDNMXYOLO2                   338.162000000000   8  12   3   8   0   0   0
C139O2                       257.302800000000  13   5   0  21   0   0   0
BCKBOO                       254.322100000000  14   4   0  22   0   0   0
C7EDCOH                      160.167800000000   7   4   0  12   0   0   0
HPNC524CO                    211.126900000000   5   8   1   9   0   0   0
PBFUOH                       160.167800000000   7   4   0  12   0   0   0
DMEBMUPAN                    259.212700000000  10   7   1  13   0   0   0
NOXYOLOOH                    249.174800000000   8   8   1  11   0   0   0
OXYBPEROOH                   188.177900000000   8   5   0  12   0   0   0
C7MOCOCO3H                   216.188000000000   9   6   0  12   0   0   0
LIMONONIC                    184.232200000000  10   3   0  16   0   0   0
NC91CO3H                     245.229200000000  10   6   1  15   0   0   0
ENCATECOOH                   265.174200000000   8   9   1  11   0   0   0
C728OH                       162.183700000000   7   4   0  14   0   0   0
C712OOH                      162.183700000000   7   4   0  14   0   0   0
INANCO                       224.125600000000   5   8   2   8   0   0   0
C133O                        257.302800000000  13   5   0  21   0   0   0
NDNOETOLO2                   352.188600000000   9  12   3  10   0   0   0
CO1H63OOH                    148.157100000000   6   4   0  12   0   0   0
C728O2                       177.175100000000   7   5   0  13   0   0   0
C41NO3                       165.101500000000   4   6   1   7   0   0   0
C915OOH                      186.205100000000   9   4   0  14   0   0   0
NDNIPBLOOH                   353.196500000000   9  12   3  11   0   0   0
PBENZOLOH                    202.204500000000   9   5   0  14   0   0   0
PETOLOH                      202.204500000000   9   5   0  14   0   0   0
PETLMUCO3H                   200.188600000000   9   5   0  12   0   0   0
C116CO2H                     226.268900000000  12   4   0  18   0   0   0
C914OOH                      200.188600000000   9   5   0  12   0   0   0
LMLKAOH                      186.205100000000   9   4   0  14   0   0   0
CHOC4OHOOH                   134.130500000000   5   4   0  10   0   0   0
IPRBQOH                      184.189200000000   9   4   0  12   0   0   0
PBENZOLO2                    217.195900000000   9   6   0  13   0   0   0
C916OH                       186.205100000000   9   4   0  14   0   0   0
C919OOH                      202.204500000000   9   5   0  14   0   0   0
LIMALOOH                     218.246900000000  10   5   0  18   0   0   0
NLIMALOOH                    263.244500000000  10   7   1  17   0   0   0
PBZMUCCO                     200.188600000000   9   5   0  12   0   0   0
TM124MUPAN                   245.186100000000   9   7   1  11   0   0   0
NEBNZOLO                     232.167500000000   8   7   1  10   0   0   0
C813OH                       190.193800000000   8   5   0  14   0   0   0
PEBQOOH                      188.177900000000   8   5   0  12   0   0   0
C131OOH                      242.311400000000  13   4   0  22   0   0   0
PETLBPROOH                   202.204500000000   9   5   0  14   0   0   0
HO36C12                      202.333600000000  12   2   0  26   0   0   0
C8OHCO2PAN                   261.185500000000   9   8   1  11   0   0   0
C6HOCOOOH                    148.157100000000   6   4   0  12   0   0   0
NDNT124OOH                   353.196500000000   9  12   3  11   0   0   0
OETLBPROOH                   202.204500000000   9   5   0  14   0   0   0
C818OH                       174.194400000000   8   4   0  14   0   0   0
NPEBQO                       214.152200000000   8   6   1   8   0   0   0
C4COMOHOOH                   148.157100000000   6   4   0  12   0   0   0
BCLKBOH                      254.322100000000  14   4   0  22   0   0   0
C128OH                       228.284800000000  12   4   0  20   0   0   0
BCLKBOC                      254.322100000000  14   4   0  22   0   0   0
C732CO3                      203.169300000000   8   6   0  11   0   0   0
IPNCATECO2                   278.192900000000   9   9   1  12   0   0   0
C128O2                       243.276300000000  12   5   0  19   0   0   0
BCLKBO2                      269.313500000000  14   5   0  21   0   0   0
C731CO3H                     188.177900000000   8   5   0  12   0   0   0
NTM123OLO                    246.194100000000   9   7   1  12   0   0   0
DNEBNZLOOH                   294.172400000000   8  10   2  10   0   0   0
MXNNCATCO2                   309.163900000000   8  11   2   9   0   0   0
NC91PAN                      290.226800000000  10   8   2  14   0   0   0
C927OOH                      188.220900000000   9   4   0  16   0   0   0
HO24C4CO3H                   150.129900000000   5   5   0  10   0   0   0
INB1NBCHO                    224.125600000000   5   8   2   8   0   0   0
C1211CO2H                    256.294900000000  13   5   0  20   0   0   0
HO124C5                      120.147000000000   5   3   0  12   0   0   0
C135O                        285.269900000000  13   7   0  17   0   0   0
TM124OLO2                    217.195900000000   9   6   0  13   0   0   0
PTLQOH                       156.136000000000   7   4   0   8   0   0   0
C821OOH                      174.151300000000   7   5   0  10   0   0   0
C622OOH                      132.157700000000   6   3   0  12   0   0   0
TM124OLOH                    202.204500000000   9   5   0  14   0   0   0
C137NO3                      271.309500000000  13   5   1  21   0   0   0
C1011CO2H                    198.258800000000  11   3   0  18   0   0   0
C924OH                       172.221500000000   9   3   0  16   0   0   0
C920PAN                      261.228600000000  10   7   1  15   0   0   0
HPC52CO3H                    198.128100000000   5   8   0  10   0   0   0
PTLQOOH                      172.135400000000   7   5   0   8   0   0   0
HOACETEOOH                   136.103300000000   4   5   0   8   0   0   0
C628OOH                      162.140600000000   6   5   0  10   0   0   0
C142OOH                      256.338000000000  14   4   0  24   0   0   0
ENCATECO2                    264.166300000000   8   9   1  10   0   0   0
C6CYTONOOH                   158.108800000000   6   5   0   6   0   0   0
PXYBIPENO3                   217.176000000000   8   6   1  11   0   0   0
C813NO3                      235.191300000000   8   7   1  13   0   0   0
C1014OOH                     218.246900000000  10   5   0  18   0   0   0
PXYOLOOH                     204.177300000000   8   6   0  12   0   0   0
C818OOH                      190.193800000000   8   5   0  14   0   0   0
C116OH                       198.258800000000  11   3   0  18   0   0   0
C122OOH                      232.316600000000  12   4   0  24   0   0   0
BCKBCO                       238.322700000000  14   3   0  22   0   0   0
C123OOH                      232.316600000000  12   4   0  24   0   0   0
C132O2                       257.302800000000  13   5   0  21   0   0   0
C137CO3                      269.313500000000  14   5   0  21   0   0   0
C1313O                       241.303400000000  13   4   0  21   0   0   0
C132OH                       242.311400000000  13   4   0  22   0   0   0
NPXYQO                       214.152200000000   8   6   1   8   0   0   0
C65NO3CO2H                   177.155200000000   6   5   1  11   0   0   0
C6CONO3OOH                   193.154600000000   6   6   1  11   0   0   0
INAHPCHO                     195.127500000000   5   7   1   9   0   0   0
C137O                        225.304000000000  13   3   0  21   0   0   0
DDECOOH                      202.333600000000  12   2   0  26   0   0   0
PNCATECOOH                   279.200800000000   9   9   1  13   0   0   0
BCKAO                        239.330600000000  14   3   0  23   0   0   0
C5MEJPAN                     261.185500000000   9   8   1  11   0   0   0
NDMEPHOLOH                   261.228600000000  10   7   1  15   0   0   0
NMETOLOOH                    263.201400000000   9   8   1  13   0   0   0
NDMEPHOLO2                   276.220100000000  10   8   1  14   0   0   0
TLEMUCOH                     174.151300000000   7   5   0  10   0   0   0
IPBZOBPROH                   184.189200000000   9   4   0  12   0   0   0
C625OH                       148.157100000000   6   4   0  12   0   0   0
TM124OLO                     201.196500000000   9   5   0  13   0   0   0
ENNCATECO2                   309.163900000000   8  11   2   9   0   0   0
IPNCATCOOH                   279.200800000000   9   9   1  13   0   0   0
INAHPCO2H                    211.126900000000   5   8   1   9   0   0   0
TM124QONE                    150.174500000000   9   2   0  10   0   0   0
C625O2                       163.148500000000   6   5   0  11   0   0   0
C811OOH                      174.194400000000   8   4   0  14   0   0   0
BCLKAOOH                     270.321500000000  14   5   0  22   0   0   0
TM123OLOOH                   218.203900000000   9   6   0  14   0   0   0
OETLQOH                      184.189200000000   9   4   0  12   0   0   0
OETLQO2                      199.180600000000   9   5   0  11   0   0   0
INANCO2H                     240.125000000000   5   9   2   8   0   0   0
HO6CO9C11                    186.291200000000  11   2   0  22   0   0   0
C1212OOH                     260.283600000000  12   6   0  20   0   0   0
C4PAN2                       181.100900000000   4   7   1   7   0   0   0
C1310OH                      258.310800000000  13   5   0  22   0   0   0
INB1NBCO2H                   240.125000000000   5   9   2   8   0   0   0
C1214O                       227.276900000000  12   4   0  19   0   0   0
C921OOH                      204.220300000000   9   5   0  16   0   0   0
BCLKBO                       253.314100000000  14   4   0  21   0   0   0
C734OOH                      192.166600000000   7   6   0  12   0   0   0
NORLIMO2                     203.212400000000   9   5   0  15   0   0   0
NTM124QO2                    244.178200000000   9   7   1  10   0   0   0
C10PAN1                      249.261000000000  10   6   1  19   0   0   0
TLBIPERNO3                   203.149500000000   7   6   1   9   0   0   0
MXYMUCNO3                    233.175400000000   8   7   1  11   0   0   0
C630OOH                      146.141200000000   6   4   0  10   0   0   0
NNCATECOOH                   282.118600000000   6  11   2   6   0   0   0
C818CO                       172.178500000000   8   4   0  12   0   0   0
MXNNCATOOH                   310.171800000000   8  11   2  10   0   0   0
C1310OOH                     274.310200000000  13   6   0  22   0   0   0
MACRNCO2H                    165.101500000000   4   6   1   7   0   0   0
NDNCRESOOH                   325.143400000000   7  12   3   7   0   0   0
C144O2                       271.329400000000  14   5   0  23   0   0   0
H3C25C6OH                    146.141200000000   6   4   0  10   0   0   0
C732OH                       160.167800000000   7   4   0  12   0   0   0
TLBIPEROOH                   174.151300000000   7   5   0  10   0   0   0
C93NO3                       219.235000000000   9   5   1  17   0   0   0
C825CO                       172.178500000000   8   4   0  12   0   0   0
C1215O                       243.276300000000  12   5   0  19   0   0   0
NC524NO3                     242.140900000000   5   9   2  10   0   0   0
BZBIPERNO3                   189.122900000000   6   6   1   7   0   0   0
NC102OOH                     261.228600000000  10   7   1  15   0   0   0
TM124BP2OH                   186.205100000000   9   4   0  14   0   0   0
C139O                        241.303400000000  13   4   0  21   0   0   0
NDNOXYLOOH                   339.170000000000   8  12   3   9   0   0   0
DMEBMUOH                     216.231000000000  10   5   0  16   0   0   0
C923CO3H                     200.231600000000  10   4   0  16   0   0   0
NOETOLO2                     262.193500000000   9   8   1  12   0   0   0
INDOH                        181.143900000000   5   6   1  11   0   0   0
INDO2                        196.135400000000   5   7   1  10   0   0   0
IPBZMUCO2H                   184.189200000000   9   4   0  12   0   0   0
PTNNCATCO2                   323.190400000000   9  11   2  11   0   0   0
NDNEBNZLO                    322.162600000000   8  11   3   8   0   0   0
NOETOLOH                     247.202000000000   9   7   1  13   0   0   0
CYHXOLAOOH                   132.157700000000   6   3   0  12   0   0   0
C721OOH                      160.167800000000   7   4   0  12   0   0   0
MXYOLOOH                     204.177300000000   8   6   0  12   0   0   0
C826OOH                      190.193800000000   8   5   0  14   0   0   0
TM124MUOOH                   218.203900000000   9   6   0  14   0   0   0
BZEMUCOOH                    176.124100000000   6   6   0   8   0   0   0
EBZMUCCO3H                   186.162000000000   8   5   0  10   0   0   0
EBFUOH                       146.141200000000   6   4   0  10   0   0   0
TM124BPNO3                   231.202600000000   9   6   1  13   0   0   0
NPPRBQO2                     244.178200000000   9   7   1  10   0   0   0
HOPINONIC                    200.231600000000  10   4   0  16   0   0   0
PBZMUCPAN                    245.186100000000   9   7   1  11   0   0   0
METLMUCOOH                   218.203900000000   9   6   0  14   0   0   0
C719OOH                      176.167200000000   7   5   0  12   0   0   0
C5DBEPAN                     231.159600000000   8   7   1   9   0   0   0
INB1NBCO3                    255.116500000000   5  10   2   7   0   0   0
C730OOH                      178.183100000000   7   5   0  14   0   0   0
C521OH                       132.114600000000   5   4   0   8   0   0   0
BCKAO2                       255.330000000000  14   4   0  23   0   0   0
NMETLQO2                     244.178200000000   9   7   1  10   0   0   0
C8CO2DBPAN                   231.159600000000   8   7   1   9   0   0   0
C136OH                       210.312600000000  13   2   0  22   0   0   0
PXNCATECO                    248.166900000000   8   8   1  10   0   0   0
C113OH                       202.290600000000  11   3   0  22   0   0   0
NEBFUOOH                     207.138200000000   6   7   1   9   0   0   0
C1210CO3H                    256.294900000000  13   5   0  20   0   0   0
LIMALO                       201.239600000000  10   4   0  17   0   0   0
BCKAOO                       254.322100000000  14   4   0  22   0   0   0
BCKAOH                       240.338600000000  14   3   0  24   0   0   0
NPXYFUOOH                    193.111600000000   5   7   1   7   0   0   0
C152O2                       301.355400000000  15   6   0  25   0   0   0
C827CO3H                     202.204500000000   9   5   0  14   0   0   0
PBFUOOH                      176.167200000000   7   5   0  12   0   0   0
C6MOCOCO3H                   202.161400000000   8   6   0  10   0   0   0
C58OH                        134.130500000000   5   4   0  10   0   0   0
BCLKBOOH                     270.321500000000  14   5   0  22   0   0   0
C152OH                       286.363900000000  15   5   0  26   0   0   0
C141OO                       270.321500000000  14   5   0  22   0   0   0
NTM135OLO2                   262.193500000000   9   8   1  12   0   0   0
METLMUCPAN                   245.186100000000   9   7   1  11   0   0   0
NTM135OLOH                   247.202000000000   9   7   1  13   0   0   0
PBZBPER2OH                   186.205100000000   9   4   0  14   0   0   0
C59OOH                       150.129900000000   5   5   0  10   0   0   0
HNMVKOH                      165.101500000000   4   6   1   7   0   0   0
IC7DCOOH                     176.167200000000   7   5   0  12   0   0   0
PNCATECO2                    278.192900000000   9   9   1  12   0   0   0
MNNCATCOOH                   296.145200000000   7  11   2   8   0   0   0
HO13C4OH                     106.120400000000   4   3   0  10   0   0   0
NCATECOOH                    237.121100000000   6   9   1   7   0   0   0
MMALNACO2H                   193.111600000000   5   7   1   7   0   0   0
CONO3C6OOH                   193.154600000000   6   6   1  11   0   0   0
C128CO                       226.268900000000  12   4   0  18   0   0   0
C621O2                       177.132100000000   6   6   0   9   0   0   0
PETLMUCNO3                   247.202000000000   9   7   1  13   0   0   0
C61CPAN                      235.148300000000   7   8   1   9   0   0   0
C624OOH                      132.157700000000   6   3   0  12   0   0   0
C919NO3                      231.202600000000   9   6   1  13   0   0   0
HO6C7OOH                     148.200100000000   7   3   0  16   0   0   0
C926OH                       186.205100000000   9   4   0  14   0   0   0
C148OOH                      286.141600000000  14   6   0  22   0   0   0
NDNIPBZLO                    336.189200000000   9  11   3  10   0   0   0
METLQO                       183.181200000000   9   4   0  11   0   0   0
C917OH                       170.205700000000   9   3   0  14   0   0   0
TLBIPER2OH                   158.151900000000   7   4   0  10   0   0   0
C930OH                       186.205100000000   9   4   0  14   0   0   0
BCALO2                       285.356000000000  15   5   0  25   0   0   0
INB1NACO3H                   256.124400000000   5  10   2   8   0   0   0
BCALCOH                      252.349300000000  15   3   0  24   0   0   0
C920OOH                      188.220900000000   9   4   0  16   0   0   0
BCALOH                       270.364500000000  15   4   0  26   0   0   0
C928CO2H                     200.231600000000  10   4   0  16   0   0   0
PXNNCATOOH                   310.171800000000   8  11   2  10   0   0   0
BCALOO                       254.322100000000  14   4   0  22   0   0   0
C1214O2                      243.276300000000  12   5   0  19   0   0   0
NMXYQOOH                     231.159600000000   8   7   1   9   0   0   0
C813O                        189.185800000000   8   5   0  13   0   0   0
OETLQCO                      182.173300000000   9   4   0  10   0   0   0
BCLKACO                      252.306200000000  14   4   0  20   0   0   0
C1214OH                      228.284800000000  12   4   0  20   0   0   0
C144OOH                      272.337400000000  14   5   0  24   0   0   0
HO3C86OOH                    162.226700000000   8   3   0  18   0   0   0
C145O                        287.328800000000  14   6   0  23   0   0   0
INB2OOH                      197.143300000000   5   7   1  11   0   0   0
C824OOH                      174.194400000000   8   4   0  14   0   0   0
C1313OOH                     258.310800000000  13   5   0  22   0   0   0
INB1HPCHO                    195.127500000000   5   7   1   9   0   0   0
C76OOH                       162.183700000000   7   4   0  14   0   0   0
T123NNCTO                    307.191000000000   9  10   2  11   0   0   0
C128OOH                      244.284200000000  12   5   0  20   0   0   0
HO8C9CO3H                    204.263400000000  10   4   0  20   0   0   0
IPRBQO                       183.181200000000   9   4   0  11   0   0   0
DMEBPROOH                    216.231000000000  10   5   0  16   0   0   0
APINCNO3                     215.246300000000  10   4   1  17   0   0   0
ALC4DOLOOH                   150.129900000000   5   5   0  10   0   0   0
BZEMUCCO2H                   142.109400000000   6   4   0   6   0   0   0
CO2HOC6OOH                   148.157100000000   6   4   0  12   0   0   0
NOXYQO2                      230.151600000000   8   7   1   8   0   0   0
C98OOH                       204.220300000000   9   5   0  16   0   0   0
C730OH                       162.183700000000   7   4   0  14   0   0   0
DMEBIPNO3                    245.229200000000  10   6   1  15   0   0   0
MVKOHAOOH                    136.103300000000   4   5   0   8   0   0   0
C730O2                       177.175100000000   7   5   0  13   0   0   0
C1211O                       227.276900000000  12   4   0  19   0   0   0
C94OOH                       188.220900000000   9   4   0  16   0   0   0
PPRBQO                       185.197100000000   9   4   0  13   0   0   0
C819OOH                      190.193800000000   8   5   0  14   0   0   0
C824OH                       158.195000000000   8   3   0  14   0   0   0
PBENZOLO                     201.196500000000   9   5   0  13   0   0   0
NTM123OLO2                   262.193500000000   9   8   1  12   0   0   0
C927OH                       172.221500000000   9   3   0  16   0   0   0
C57AOOH                      150.129900000000   5   5   0  10   0   0   0
NTM123OLOH                   247.202000000000   9   7   1  13   0   0   0
CO1H63OH                     132.157700000000   6   3   0  12   0   0   0
C7BDCOOH                     176.167200000000   7   5   0  12   0   0   0
PBZMUCNO3                    247.202000000000   9   7   1  13   0   0   0
C56OOH                       136.146400000000   5   4   0  12   0   0   0
IPNCATECO                    262.193500000000   9   8   1  12   0   0   0
C630OH                       130.141800000000   6   3   0  10   0   0   0
C929OH                       188.220900000000   9   4   0  16   0   0   0
C525O2                       165.121400000000   5   6   0   9   0   0   0
NC101OOH                     245.229200000000  10   6   1  15   0   0   0
C817OOH                      174.194400000000   8   4   0  14   0   0   0
PTNCATECO2                   278.192900000000   9   9   1  12   0   0   0
C813OOH                      206.193200000000   8   6   0  14   0   0   0
C51OOH                       134.130500000000   5   4   0  10   0   0   0
PBENZOLOOH                   218.203900000000   9   6   0  14   0   0   0
C87CO2H                      200.188600000000   9   5   0  12   0   0   0
NTM124QO                     228.178800000000   9   6   1  10   0   0   0
PETLQOH                      184.189200000000   9   4   0  12   0   0   0
C811CO3H                     202.204500000000   9   5   0  14   0   0   0
DNPXYOLOOH                   294.172400000000   8  10   2  10   0   0   0
NTM124QOOH                   245.186100000000   9   7   1  11   0   0   0
PETLQO2                      199.180600000000   9   5   0  11   0   0   0
INAHCO2H                     195.127500000000   5   7   1   9   0   0   0
